date,weekday,start,end,venue,title,organizer,category,source_url,status,ticket_url,description,duration_source
2026-08-04,Tisdag,22:15,23:00,Visby domkyrka Sankta Maria,Konrad och katedralens hemliga rum,Visby domkyrka Sankta Maria,Guidad visning,https://www.medeltidsveckan.se/programme/,,,"Följ med Konrad vår unika och mångårige klockare, medan han stänger

kyrkan för kvällen. Klättra uppför de trånga medeltida trapporna, till vinden och de rum som sällan får besök. Åtminstone inte förrän efter kvällningen…

Observera – Inget för den med cellskräck! Vandringen går i gamla branta trappor och trånga spiralgångar, ingen tillgång till hiss.

Köp biljett här: https://www.nortic.se/ticket/organizer/3298

Pris

Vuxen: 190 kronor 

Medeltidspris 150 kronor (visa upp Medeltidsbandet och får 40 kronor rabatt).  

Ungdom 13–17 år: 100 kronor 

Barn 0–12 år: Fri entré

Längd: Cirka 45 minuter

Antal: Max 25 personer

Språk: Svenska

Plats: Visby domkyrka Sankta Maria, samling utanför södra ingången.",source
2026-08-04,Tisdag,23:55,23:59,S:t Göran under Kastanjen,Midnattssagor med Fae,Fae,Teater,https://www.medeltidsveckan.se/programme/,,,"Avsluta dagen med medeltidsveckans mest magiska upplevelse. Sagor under stjärnorna. Medlemmarna i Fae bjuder in er att slå er ner vid lägerelden och ta del av några av deras favoritsagor från tid och otid. Myter, legender och berättelser om allt från mäktiga gudar och farliga jättar till listiga rävar och modiga människor. En och annan sång från Rävens repertoar kan även komma att framföras under kvällen.

Varje sagokväll berättar Fae två till tre sagor i lågornas sken och välkomnar alla som vill att komma och lyssna. Då många av sagorna är från 1000-talet eller äldre kan vuxna teman, mansgrisar till åskgudar och ofiltrerat jotun-hat förekomma.

Fae rekommenderar att komma i god tid och ta med sig filt, mantel eller fäll att sitta på, mat och dryck efter behag och en god kamrat att luta sig mot under nattens sagostund.

Första sagan börjar vid midnatt.",source
2026-08-05,Onsdag,09:00,10:00,Hantverkspaviljongen Strandgärdet,Art of Illumination – Beginner’s Experience,Frank Berliner,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345930,"Beginner’s Workshop: Step into the colorful world of medieval book art! In this hands-on 60-minute workshop, suitable for all ages, you’ll discover the magic of traditional illumination techniques just as they were used centuries ago. Guided by a professional medieval illuminator, you’ll learn the essentials of creating vivid artwork using historical tempera methods, painting with natural pigments blended with egg yolk, just as artists did before the invention of the printing press. Dive into the process of preparing and mixing your own primary colors, then experiment by lightening and darkening shades to bring depth and vibrancy to your designs. Learn the secrets to creating a full palette by mixing secondary colors. Unleash your creativity as you freely design your own unique masterpiece on genuine handmade paper, experiencing for yourself the artistry and patience that medieval artists brought to each page. Whether you’re young or simply young-at-heart, this beginner’s course offers a perfect blend of history, art, and hands-on fun. No prior experience is required—just a sense of curiosity and a willingness to get creative with colors! All materials are included, and you’ll leave with your own personalized piece of medieval-inspired artwork and a deeper appreciation for this centuries-old tradition.",source
2026-08-05,Onsdag,09:00,14:00,Hantverkspaviljongen Strandgärdet,Naturliga skäggvårdsprodukter,Elle,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345957,"DET HÄR GÖR VI:

Schampo-bars

Rakkräm

Raktvål

Skäggolja

Skäggvax

– Kursmaterialet ingår i kursavgiften

– Ingen förkunskap krävs

– Kursens längd 5 tim.

– Kursavgift: 1495 kr.

Varmt välkommen – med kärlek från naturen!",source
2026-08-05,Onsdag,09:00,12:00,Kapitelhusgården,Gör en egen stråhatt,"Linda Öhman, Handcrafted History",Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343623,"Med inspiration från ett medeltida stråhattsfynd gör vi egna flätade och sydda stråhattar.

Kurstillfället är 3 timmar, sedan finns möjlighet att arbeta klart på egen hand. Ta med eget

material eller köp på plats under kursen (ca 360 kr).",source
2026-08-05,Onsdag,09:00,12:00,Kapitelhusgården,Hantverkshörna,Kapitelhusgården,Workshop,https://www.medeltidsveckan.se/programme/,,,"Kom och hantverka tillsammans på Kapitel! Kaffe och god stämning ingår. Varje dag mellan 9 och 12 har vi öppet för en ’drop-in’ hantverkshörna. Ta med ditt eget hantverk, häll upp en kopp kaffe och sitt i den mysiga stämningen på gården. Ingen föranmälan krävs. Swisha 35 kr i dörren för valfri dryck – påtår 20 kr.",source
2026-08-05,Onsdag,09:00,13:00,Kapitelhusgården,Kurs i Rotslöjd,"Gunilla Axelsson, Sunnansjö Tenn",Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343618,"Kom och lär dig grunderna i rotslöjd. Vi jobbar med björkrötter och gör ett smycke eller början på ett litet fat.

Du kommer att få välja mellan att jobba enbart med björkrötter eller binda rötter kring en älghorns- eller keramikplatta i mitten av arbetet. Det brukar vara populärt och blir väldigt fint.

Vi går igenom starten, olika mönster samt avslutningen. Montering av de smycken som tillverkas ingår också.

Jag som håller i workshopen heter Gunilla Axelsson och bor i Vindeln, Västerbotten. Min slöjd och min kursverksamhet håller jag under namnet Sunnansjö Tenn.

Det här blir mitt fjärde år på Medeltidsveckan och Kapitelhusgården och det har varit så fantastiskt roligt att jag bara måste komma tillbaka igen.

Boken om rotslöjd, ”Första rotboken med extra allt” som jag har skrivit tillsammans med Gunnel Eriksson, mästarslöjdare från Botsmark, Västerbotten finns nu även på engelska och kommer att finnas till försäljning måndag till fredag. Den heter ”The first book of birch rootcraft, complete with all the extras”. Även fårbensprylar som är ett verktyg för rotslöjd och björkrötter kommer att finnas till försäljning så du kan fortsätta arbetet när du kommer hem.

Välkomna!",source
2026-08-05,Onsdag,09:00,09:30,Visby domkyrka Sankta Maria,Morgonbön i domkyrkan,,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Morgonbön i Visby domkyrka Sankta Maria

Fri entré",source
2026-08-05,Onsdag,09:00,21:00,Visby domkyrka Sankta Maria,Visby domkyrka Sankta Maria,Visby domkyrka Sankta Maria,Övrigt,https://www.medeltidsveckan.se/programme/,,,Mitt i Hansestaden Visby ligger Visby domkyrka Sankta Maria. Domkyrkan som invigdes år 1225 är ett av Gotlands största besöksmål och samtidigt ett rum för stillhet och andakt.,source
2026-08-05,Onsdag,09:30,11:30,Visby domkyrka Sankta Maria,Pilgrimsvandring i Visby,Visby domkyrka Sankta Maria,Övrigt,https://www.medeltidsveckan.se/programme/,,,Följ med på en tidig pilgrimsvandring. Vi startar i Visby domkyrka för att vandra bland i det medeltids Visby. En promenad på 3-5 km som tar cirka två timmar. Du får gärna låna en vandringsstav.,source
2026-08-05,Onsdag,10:00,14:00,Festivalområde Strandgärdet,Gantarnas läger,,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Öppet läger.

Testa på bågskyte i Gantarnas läger, bakom Medeltidsarenan, vi Gutars bågskyttars läger.",source
2026-08-05,Onsdag,10:00,12:00,Fightingarenan,Kurs i stavfäktning,Hörsägen,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343762,"Välkommen på kurs i stavfäktning!

Under två timmar lär du dig grunderna i att slåss med trästav, baserat på historisk europeisk kampkonst. Kursen lämpar sig för både totala nybörjare på historisk stridskonst och de med erfarenhet av att träna HEMA.

Lärare är Tommy Fredriksson från Hörsägen och Condottieri med över 15 års erfarenhet från HEMA.

Åldersgräns 11 år.",source
2026-08-05,Onsdag,10:00,13:00,Kapitelhusgården,Hackbrädekurs för nybörjare – lär dig instrumentet från grunden,Niklas Kleberg,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343615,"Är du nyfiken på ett nytt musikaliskt äventyr och vill prova ett spännande historiskt instrument? Denna kurs är perfekt för dig som aldrig spelat hackbräde tidigare – inga förkunskaper behövs! Vi börjar från grunden med spelteknik, enkla övningar och melodier, med fokus på spelglädje och att du snabbt ska kunna spela lite medeltida musik.

Vi tar även en kort och inspirerande tur genom hackbrädets historia och konstruktion, så att du får förståelse för både instrumentets konstruktion och dess kulturarv.

Kursen leds av Niklas, utbildad lärare i musik, slöjd och historia, med en passion för att kombinera hantverk, tradition och musik på ett lustfyllt och tillgängligt sätt. Han bygger själv hackbräden och driver även digitala kurser, vilket ger dig både praktisk erfarenhet och inspiration att fortsätta spela hemma. Vill du veta mer om instrumenten och hur Niklas arbetar kan du kika här:

https://klebergteachings.learnworlds.com/

I år är Medeltidsveckans tema kärlek, och på kursen får du prova på melodier som en gång fyllde slott och borggårdar med känslor och berättelser om vänskap och romantik. Kanske blir det din första möjlighet att låta musiken tala kärlekens tydliga språk.

Som en extra bonus under Medeltidsveckan finns möjlighet att köpa ett hackbräde med tillbehör till specialpris, perfekt för dig som vill fortsätta spela och utforska kärlekens melodier hemma.

Kom och spela – låt hackbrädet fylla luften med medeltida toner och glädje.

OBS! Den här programpunkten hålls i Stensalen på Kapitelhusets övervåning. Du måste därför kunna ta dig upp- och nedför en trappa för att kunna delta.

Kursen riktar sig till dig som har hunnit fylla 16 år.",source
2026-08-05,Onsdag,10:00,12:30,Kapitelhusgården,Kurs i Stenhuggning,Stenhuggarmästare Philipp Rose,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343627,På den här kursen får du lära känna verktygen och bearbetningssätt i traditionell stenhuggning. Under ledning av stenhuggarmästare Philipp Rose får du ge din kreativitet uttryck i gotländsk sandsten – verket kan du ta med dig hem.,source
2026-08-05,Onsdag,10:00,10:45,Russtibus Scen,Berättarens kärleksfulla morgonsagor,Jean-Pierre Salkvist,Teater,https://www.medeltidsveckan.se/programme/,,,"Berättarföreställningarna är interaktiva föreställningar, där publiken får möta den runtresande berättaren som med stort engagemang och med hjälp av publiken gestaltar de fantastiska historierna. Föreställningarna baseras på den klassiska berättarkonsten från en tid då de traderade historierna var vårt enda medium. Sagorna är mångfacetterade berättelser med klassiska element och en hel del oväntade vändningar.

Föreställningarna är inspirerade av och har sin grund i folksagor. Dessa kan vara nästan vad som helst och komma från vilken plats som helst, under århundradena har de gått från mun till mun.",source
2026-08-05,Onsdag,10:00,10:30,S:t Clemens,Dockteater Romeo och Julia,Dockteater Productions,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343791,"Följ med på en färgsprakande och lekfull dockteaterversion av William Shakespeares klassiker Romeo och Julia!

En rolig och barnvänlig föreställning för hela familjen (från ca 5 år), fylld med dockor, musik, publikmedverkan och massor av skratt – samtidigt som den försiktigt introducerar barn till en av världens mest kända kärlekshistorier.

Möt Romeo och Julia – en pojke och en flicka från två rivaliserande familjer som smider en hemlig plan för att få vara tillsammans. Men kommer planen att lyckas?

På cirka 30 minuter får barn och vuxna uppleva en varm och spännande berättelse om kärlek, vänskap och varför det är dumt att bråka.

Kika gärna in vår trailer: https://youtu.be/0Yjby2IlZVg?is=XML7mIJjL5wAfZW5",source
2026-08-05,Onsdag,10:00,16:00,Strandgärdet,Traditonal Bow-Building – Introductory course,Sascha Wagner,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345940,"For thousands of years, bows have been a trusted tool for humans and the craft of building them part of our cultural heritage. This course aims to make you part of that tradition and to provide you with the knowledge and skills to build your first self-made bow.

The course will allow you to learn all the required steps to create a bow from a piece of wood, teach you a wee bit of the language associated with bow-building and teach you the essentials of creating a functional bow for re-enactment, sports or instinctive shooting.

Special focus will be laid on shaping the bow properly and providing you with the skills to tiller a bow to a functional state and the “why” and “how” of this process.

We will spend 5 to 6 hours creating a bow that you can take home with you after you at the end of the day. An entry point in the art of traditional archery or a prop for your re-enactment endeavours.

Creating bow strings will NOT be part of this course. The bow strings for your bow will be prepared and provided by us, as we want to keep the course within a reasonable timeframe.

What you will learn in this course:

– A little bit of theory. We can’t avoid it … A bit of theory to understand the underlying mechanics of a bow, what qualifies as a bow wood and why.

– How to find the correct position of the bow on a stave and to make what marks to make to make your work easier.

– Rough shaping from stave to bow.

– How to tiller (“refine”) and how to create a proper bend for the bow, from floor tiller to the finished bow.

What we will provide:

– Bow stave (prepared) (Manau/Rattan)

– Shaving horse

– Draw Knife

– Spokeshave

– Files and Rasps

– Grinding paper

– Tillering aids

– Bow-string finished

What we will NOT do in the course:

– Put a finish on the bow (i.e. applying oil, dye or leather appliances to the bow)

– Create bow strings

– Create arrows

– Tool care

What you should bring:

– Food and drinks (non-alcoholic) as we will not take longer breaks

– Clothing that can take some wood dust and is reasonably durable (sharp tools)

– A good mood 😉

Note: Tools and workbenches that are used in the courses will be made available for purchase after the last course, in case someone is particularly interested in bow-making and wants to proceed with the craft at home.

Arrows and other archery aids will be available for those who are interested.

Age and safety requirement:

This course involves sharp hand tools, wood dust and sustained physical work for 5–6 hours. For safety reasons, the course is intended for adults. Participants must be at least 18 years old.

If the organiser has expressly allowed a younger participant, the participant must be accompanied by a parent/legal guardian or responsible adult who remains present throughout the course. The instructor may refuse participation where the participant cannot safely handle the tools or where required adult supervision is not present.

Tools may only be used in the designated workshop area and under instruction.

The course takes place in Berliner Rittergildes camp on Strandgärdet.",source
2026-08-05,Onsdag,10:00,15:00,Sävesalen / Gotlands Museum,Centrum för Medeltidsstudier presenterar en heldag i forskningens tecken.,Centrum för Medeltidsstudier,Övrigt,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343609,"Det här är biljetten för dig som vill ha allt. Du behöver inte välja.

Munkar i ett träsk, kärleksbrev, lurendrejeri, kärleksbrott och riddarromaner och mer där till. Du behöver bara lyssna.

Centrum för Medeltidsstudier presenterar en heldag i forskningens tecken. Såklart medeltidsforskningen i fokus och absolut med en kärlekstouch i allt de presenterar.

Efter den här dagen har du ny fakta att briljera med inför höstens brädspelskvällar och kluriga quiz?

En kavalkad i kunskap och medeltid.",source
2026-08-05,Onsdag,10:00,11:00,Sävesalen / Gotlands Museum,Tre föreläsningar: Kärleksbrott i Stockholm – Korstågen som kärleksgärning – Kärlekens tennmärken,,,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/346104,"Under den här timman frossar vi i vad vetenskapen berättar om kärleken under medeltiden: • Kärleksbrott i StockholmNär kärlek blev ett brott – Sex, normer och straff i det senmedeltida Stockholm. Anne Katrine Holm Pedersen (doktorand, fil. master) Historiska institutionen, Stockholms universitet• Korstågen som kärleksgärning Krig av Kärlek – korstågen som en kärleksgärning mot den muslimska nästan.Kurt Villads Jensen (Professor, fil. dr.) Historiska institutionen, Stockholms universitet• Kärlekens tennmärkenKärlek i tenn – märken, broscher, och miniatyrer. Karl Lysén (fil. dr.) Historiska institutionen, Stockholms universitetCMS medverkan på Medeltidsveckan 2026 möjliggörs genom ett bidrag från Kungl. Patriotiska Sällskapetcfp_2026_fUajgMXj6T",source
2026-08-05,Onsdag,10:30,11:30,"Teatern, Strand Hotel",Jag brinner! – Kärleken och lusten till skapande,Peter Johnsson Svärdssmed,Föredrag,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343669,"Svärdssmeden Peter Johnsson berättar om sin kärlek till hantverket, sin förundran över gångna tiders mästare och nyfikenheten som leder vidare under decennier av verksamhet. Ett föredrag för dig som undrar hur och varför man väljer ett hantverk med historiska kopplingar som livsväg.",source
2026-08-05,Onsdag,11:00,19:00,Festivalområde Paviljongsplan,"Forum Vulgaris, marknadens hjärta",,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Av kärlek bygger Proknekt Forum Vulgaris, som av flera ses som marknadens hjärta.

Här fylls marknaden med sköna toner, nyskrivna sagor, gyckel eller annat spännande!

Vill du också ta chansen?

Spela upp den där coola grejen, passa på att samtidigt göra reklam för din nästa föreställning, komma närmre publiken och spela på hatt, visa upp en favorit i repris och med oss skapa den bästa stämningen vi bara kan på årets medeltidsvecka?

Du är välkommen med eller utan tidigare scenvana.

Anmälan sker till forum.vulgaris@medeltidsveckan.se

Vi är där. Hopps du också är det?!

Schemat fylls på här eftersom och kan komma att ändras. Aktuellt dagsschema hittas alltid även vid scenen.

Söndag 2/8

14:30 – Gycklargruppen Trix

15:30 – Varonia

16:30 – The Tin Weasels

Måndag 3/8

11:00 – Berliner Rittergilde

11:30 – Skrik o Skrål

12:00 – Canardus Horribilis

13:00 – Medvind

14:00 – Seidhra

14:30 – Gycklargruppen Trix

15:30 – Divina

16:00 – Koenix

17:30 – The Tin Weasels

Tisdag 4/8

11:45 – Koenix

12:30 – Björn Ende

13:30 – Divina

14:30 – Gycklargruppen Trix

15:30 – Codex Regius

16:30 – Troll och Älva

17:30 – Aaron van den Bosch

18:30 – The Tin Weasels

Onsdag 5/8

11:00 – Berliner Rittergilde

11:30 – Skrik o Skrål

12:30 – Ruben

13:00 – Utdelning Krämarkransar

13:30 – Vox Calix

14:30 – Codex Regius

Hundra knektars marsch anländer runt 16-ish

16:30 – The Tin Weasels

Torsdag 6/8

12:30 – Ruben

13:00 – Berliner Rittergilde

13:30 – Räven

14:30 –Codex Regius

15:30 – Varonia

16:30 – Aaron van den Bosch

18:30 – The Tin Weasels

Fredag 7/8

11:00 – Berliner Rittergilde

11:30 – Skrik o Skrål

14:00 – Suttung

14:30 – Gycklargruppen Trix

15:30 – Varonia

16:30 – The Tin Weasels

17:30 – Aaron van den Bosch

18:30 – Medeltidsbandet Krabat

Lördag 8/8

14:30 – Gycklargruppen Trix

15:30 – Low Hanging Fruit

16:30 – The Tin Weasels",source
2026-08-05,Onsdag,11:00,19:00,Festivalområde Paviljongsplan,"M.P. Bagpipes, säckpipor från medeltid till nutid",Max Persson,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Visning av medeltida instrument .

Max Persson tillverkar säckpipor i olika modeller, som vi visar, berättar om, och spelar på.

Provspelning för besökare, stora som små, vi har till och med en säckpipa som passar barnen!

Max Persson tillverkar instrumenten, och är du sugen , så går det bra att beställa ett på plats!

Welcome to try a set of Swedish bagpipes or medieval bagpipes!

Or just enjoy the sound!

www.maxbagpipes.com",source
2026-08-05,Onsdag,11:00,17:00,Festivalområde Strandgärdet,#allakansyiläder Sy dina egna skor!,Clurigt,Övrigt,https://www.medeltidsveckan.se/programme/,,,"Med hjälp av en materialsats i läder med färdiga hål för söm syr du dina egna skor. De färdiga hålen gör det enkelt att sy ihop delarna för hand. Vi har två olika modeller och färger att välja mellan. Du väljer själv vilken modell du vill sy. Vi har modeller som passar både för stora och små.

Drop-in workshop 11:00-17:00

Finns det plats vid bordet är det bara att slå sig ned och sy!

Pris från 725:- (du betalar på plats för materialsatsen, workshopen är gratis)

I vårt tält hittar du även andra materialsatser och du kan också fläta armband i läder eller sy dig en lädermugg. Mer info om konceptet #allakansyiläder hittar du på clurigt.se

Lädret är vegetabiliskt garvat och kommer från Tärnsjö garveri i norra Uppland.",source
2026-08-05,Onsdag,11:00,15:00,Festivalområde Strandgärdet,Drakens Näste,Nåni - Kultur och Historia,Övrigt,https://www.medeltidsveckan.se/programme/,,,"En drake har hittat sig in i drottningens tält på marknaden och gjort det till sitt näste! Ve och fasa!

Ni måste hitta de 3 magiska kristallerna som försvunnit i tumultet i tältet och öppna den magiska kistan så att drottningen får tillbaka sin krona! För de modiga som lyckas väntar en belöning!

Pris: 50:- per barn (vuxna i sällskap med barn går gratis) swishas på plats

Plats: Nåni-området vid Russtibus scen.",source
2026-08-05,Onsdag,11:00,18:00,Festivalområde Strandgärdet,Historisk sjukamp,Nåni - Kultur och Historia,Övrigt,https://www.medeltidsveckan.se/programme/,,,"En historisk, analog sjukamp där vänner och familjer kan utmana varandra och se vem som får mest poäng!

Vem skjuter bäst i prick med slangbellan och armborstet? Vem kastar vikingayxorna mot flest munkar? Kan du veva snabbast eller skjuta puckarna mitt i prick? Eller är det du som får ner flest käglor i vår medeltida bowling?

Sjukampen är öppen varje dag 9:30-18 nere vid Nåni-området vid Russtibus Scen.

Inträde: 50:- per deltagare som swishas på plats.

Plats: Nåni-området vid Russtibus scen.",source
2026-08-05,Onsdag,11:00,13:00,Hantverkspaviljongen Strandgärdet,“Carve Your Love Amulet” — Woodcarving Workshop,Mystory Wood by Marcello,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343766,"“There was a time when love was carved into wood. A small amulet worn close to the heart. A shape that fits into another. A symbol carried through seasons and stories.”

———

In this workshop, you will carve your own love amulet —

a piece of wood shaped by your hands and your story.

WHO IS THIS FOR?

This workshop is for you if you are 10 years or older, and:

– you are curious about traditional woodcarving with natural materials.

– you wish to create a meaningful gift for someone you love: partner, family, friend or maybe for your pet!

– you want to shape something that carries memory and intention.

Couples, friends, siblings, and kindred spirits are especially welcome—you may create matching or interlocking pendants.

WHAT WE WILL DO

During this 2-hour woodcarving session, you will create a carved wooden amulet.

Your piece may be:

– a simple and minimal pendant.

– a carved heart with hidden symbolism.

– marked with runes or personal signs.

– or a two-part amulet designed to fit into another.

We will work with traditional hand tools and natural materials.

The goal is not perfection — but presence, intention, and meaning.

If you have a special request, or prefers to carve something else—such as a wand—feel free to reach out beforehand.

ABOUT ME

I am Marcello: woodcarving artist, restorer, and teacher working alongside my furry friend and colleague, Kifli.

I was always amazed by the magical essence of old stories, the heroic act of characters, the spirit of fantastic creatures, and the beauty of nature—and found my own in the grain of wood. So, I began to carve it.

After all, what are we, if not the stories we create? How else can we truly connect, if not through the stories we choose to share?

———

“There was a time when love was carved to outlast time itself.

Perhaps it still can be.

Where shall we start carving yours?”

NATURALLY — WHOLEHEARTEDLY — JOINTLY

*** Due to my dog, the presence of other pets are unfortunately not allowed. However, feel free to contact me beforehand if you would like to check whether our most valued critters might get along. ***

Contact: miklosmarcellart@gmail.com",source
2026-08-05,Onsdag,11:00,13:00,S:ta Karin,Prova på långsvärd (HEMA),Wisby Historiska Fäktskola,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343683,"Wisby Historiska Fäktskola tillsammans med Svenska HEMA förbundet arrangerar workshop i långsvärd enligt medeltida källor. HEMA eller historisk fäktning är en kampsport där vi söker att återskapa den stridskonst som står beskrivet i det överlevande källmaterialet från medeltid och renässansen. Kursen är lämplig för personer i åldrarna mellan 16 och 100, undantag kan göras ner till 14 med målsmans tillstånd. Ingen tidigare kunskap krävs",source
2026-08-05,Onsdag,11:00,13:00,Strandgärdet,Boter och bättringar,Nåni - Kultur och Historia,Workshop,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343803,"För er som missade förra årets kurs så kommer den nu i repris.

Vad gjorde man åt sår och krämpor i en tid långt innan penicillin och paracetamol? Självklart blandade man sin egen medicin!

I den här kursen får du en liten inblick i medeltida läkekonst, med fokus på den folkliga traditionen som har överlevt i skriftliga källor*. Du får lära dig om recepten, vad man använde för bot och bättring och vad de medicinska effekterna är. Dessutom får du lära dig att blanda både medeltida örtte och att koka ihop läkande salvor**.

*inga älvor, troll, änglar, demoner eller andra väsen förmodas förekomma under kursen

**inga harar, rävar, svalor, människor eller andra djur har (hittills) skadats under tillverkningen av den här kursen

Plats: Nånis kurstält vid Russtibus scen

Pris: 800:-

Kursledare: Mia Norgren Björk och Sara Salkvist

En kurs av Nåni – Kultur och Historia",source
2026-08-05,Onsdag,11:00,12:00,Sävesalen / Gotlands Museum,Tre föreläsningar: Riddarromanernas kärlek och äventyr – Katastrofer och gudomlig vrede – Korståg och kärlek till Gud,,,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/346105,"Den här timman får vi en dos av riddarromaner och äventyr, uppblandat med Vrede, katastrofer och kärleken till Gud. Missa inte detta!• Riddarromanernas kärlek och äventyrSofia Lodén (Professor, fil. dr.), Romanska och klassiska institutionen, Stockholms universitet• Katastrofer och gudomlig vredeGuds vrede: Medeltida tolkningar av katastroferVlasios Konidaris (student, fil. kand.), Historiska institutionen, Stockholms universitet• Korståg och kärlek till GudImitatio Christi – Kärleken till Gud i korstågens tidMikael Bergstrand (student, fil. kand.), Historiska institutionen, Stockholms universitetCMS medverkan på Medeltidsveckan 2026 möjliggörs genom ett bidrag från Kungl. Patriotiska Sällskapet.cfp_2026_lUTJuTEE18",source
2026-08-05,Onsdag,11:30,12:10,Medeltidsarenan,Medeltida Kampshow,Berliner Rittergilde,Strid,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/345926,"Berliner Rittergilde har kommit till Medeltidsveckan. Vi har med oss fler än 50 kämpar i medeltida rustning, medeltida vapen och långbågar.

Vi bjuder in er till den stora arenan för att ta del av vår medeltida kampshow. Vi återskapar för er en liten blick i hur medeltida kamper och krigsföring kunde ha sett ut på 1300talet i vårt hemområde: Berlin/Brandenburg.

Showen är ett informativt spektakel. Vi slår inte bara varandra gula och blå utan visar och förklarar skillnaden mellan film och verklighet, skillnaden mellan turnékamper och slagfält. Vi tar upp hur bågskyttar användes på slagfält, den berömda sköldväggen och hur viktig disciplin är på slagfältet.

Showen är väldigt barnvänlig och finns att ses på både Engelska och Svenska på olika dagar.",source
2026-08-05,Onsdag,11:30,12:00,S:t Clemens,Tapper – En Ridderlig Fabel,Fae,Teater,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/343741,"Följ med en liten husmus på ett stort äventyr. Lille Pip är en mus med den stora drömmen om att en dag bli en riddare. Men för att bli en riddare måste man först leva upp till ridderlighetens ideal. Följ med på Pips resa, där ni som publik kan hjälpa till att visa oss hur små handlingar kan göra stor skillnad.

Medhavd picknick-korg är välkommen, men mata inte fabeldjuren.",source
2026-08-05,Onsdag,11:45,12:45,Gamla Apoteket,Harp-Ell ger: Den historiska historien om historien om Tristan och Isolde / The historical history of the tale of Tristan and Isolde,,,https://www.medeltidsveckan.se/programme/,Köp biljett,https://www.nortic.se/ticket/show/346079,"Vill du veta mer om det som kallats “historiens mesta kärlekshistoria”? Undrar du varför Tristan ibland sitter vid kung Arturs Runda Bord, eller varför Isoldes namn har så många stavningar? Vem var kung Mark, och är det sant att berättelsen har keltiskt ursprung?Med källor tagna från bevarade versioner av historien, de hyllmetrar som skrivits om den, och med en särskild blick på det medeltida sammanhanget som den sammanställdes, framfördes och avnjöts i, ger Harp-Ell en föreläsning med musikinslag, både för de som känner till historien, de som bara hört namnen, och de som inte vet någonting om det. Kom och lyssna på en medryckande föreläsare, som dessutom utlovar att spela “Lamento di Tristano” på metallsträngad gaelisk harpa, men också att helt låta bli att sjunga Wagnerianska opera-arior.Den här föreläsningen kan ses som ett komplement till föreställningen “Tristan och Isolde” av Harp-Ell, Starur och Berättaren.Do you want to know more about what has been called “the greatest love story in history”? Are you wondering why Tristan is sometimes a knight at king Arthur’s Round Table, or why Isolde’s name has so many spellings? Who was king Marc, and does the tale really come from a Celcit background?With sources ranging from the preserved medieval versions of the story, to academic and scholarly research, and leaning toward the changing medieval context it was created, performed and enjoyed in, Harp-Ell gives a lecture-with-music both for those who know the story already, those who’ve only heard the names, and those who don’t know anything about it. Come listen to an enthusiastic lecturer, who promises to play the “Lamento di Tristano” on a Gaelic wirestrung harp, but also, not to attempt to sing any Wagnerian operatic arias.This lecture can be seen as a complement to the stage play “Tristan och Isolde” by Harp-Ell, Starur and Berättaren.cfp_2026_X5ClkTRm8J",source
